split,sample_id,speaker,text_chars,semantic_tokens,audio_frames,duration,semantic_audio_ratio,sequence_length
train,ulsan_018345,DKSR20001380_2,11,12,41,3.26,0.2926829268292683,53
train,ulsan_023397,DKSR20000955_1,5,4,13,1.04,0.3076923076923077,17
train,ulsan_007596,DKSR20001351_2,36,22,83,6.6,0.26506024096385544,105
train,ulsan_019921,DKSR20001509_2,50,37,77,6.09,0.4805194805194805,114
train,ulsan_020596,DKSR20001512_1,48,28,88,7.0,0.3181818181818182,116
train,ulsan_014108,DKSR20001031_2,39,29,61,4.81,0.47540983606557374,90
train,ulsan_006808,DKSR20001286_2,26,19,42,3.35,0.4523809523809524,61
train,ulsan_005770,DKSR20001280_2,41,23,54,4.28,0.42592592592592593,77
train,ulsan_026377,DKSR20001158_2,25,17,41,3.27,0.4146341463414634,58
train,ulsan_012439,DKSR20001649_1,27,17,63,5.0,0.2698412698412698,80
train,ulsan_022224,DKSR20001569_2,55,36,77,6.1,0.4675324675324675,113
train,ulsan_014512,DKSR20001032_2,17,12,34,2.69,0.35294117647058826,46
train,ulsan_015617,DKSR20001160_2,29,17,56,4.42,0.30357142857142855,73
train,ulsan_025612,DKSR20000974_2,40,31,81,6.41,0.38271604938271603,112
train,ulsan_008895,DKSR20001476_1,4,3,18,1.39,0.16666666666666666,21
train,ulsan_003051,DKSR20001146_1,4,4,29,2.32,0.13793103448275862,33
train,ulsan_016804,DKSR20001240_2,36,25,52,4.14,0.4807692307692308,77
train,ulsan_008992,DKSR20001476_2,28,22,55,4.38,0.4,77
train,ulsan_017439,DKSR20001287_1,16,11,31,2.47,0.3548387096774194,42
train,ulsan_025275,DKSR20001156_2,19,12,30,2.36,0.4,42
train,ulsan_019286,DKSR20001507_2,13,9,24,1.86,0.375,33
train,ulsan_009018,DKSR20001487_1,16,12,47,3.73,0.2553191489361702,59
train,ulsan_015973,DKSR20001206_2,21,14,43,3.39,0.32558139534883723,57
train,ulsan_010369,DKSR20001593_1,26,16,31,2.43,0.5161290322580645,47
train,ulsan_001379,DKSR20001094_2,20,13,40,3.17,0.325,53
train,ulsan_026402,DKSR20001158_2,23,21,41,3.23,0.5121951219512195,62
train,ulsan_008838,DKSR20001476_2,26,17,50,3.96,0.34,67
train,ulsan_014990,DKSR20001033_1,11,9,21,1.61,0.42857142857142855,30
train,ulsan_027401,DKSR20001204_2,31,25,51,4.07,0.49019607843137253,76
train,ulsan_004951,DKSR20001168_2,51,38,86,6.86,0.4418604651162791,124
train,ulsan_017554,DKSR20001287_1,30,21,48,3.83,0.4375,69
train,ulsan_013691,DKSR20001715_2,27,17,70,5.56,0.24285714285714285,87
train,ulsan_022433,DKSR20001570_2,7,6,25,1.94,0.24,31
train,ulsan_010273,DKSR20001593_1,8,5,31,2.48,0.16129032258064516,36
train,ulsan_018210,DKSR20001380_1,44,24,47,3.75,0.5106382978723404,71
train,ulsan_005125,DKSR20001169_2,34,20,64,5.09,0.3125,84
train,ulsan_015438,DKSR20001160_1,13,10,29,2.25,0.3448275862068966,39
train,ulsan_010419,DKSR20001593_2,8,6,28,2.22,0.21428571428571427,34
train,ulsan_004117,DKSR20001166_2,32,25,55,4.38,0.45454545454545453,80
train,ulsan_010589,DKSR20001594_2,39,33,66,5.25,0.5,99
train,ulsan_020997,DKSR20001532_1,11,9,30,2.39,0.3,39
train,ulsan_021510,DKSR20001537_2,36,22,72,5.72,0.3055555555555556,94
train,ulsan_008339,DKSR20001413_2,29,24,56,4.41,0.42857142857142855,80
train,ulsan_017927,DKSR20001336_1,19,14,53,4.24,0.2641509433962264,67
train,ulsan_004435,DKSR20001167_1,22,15,33,2.59,0.45454545454545453,48
train,ulsan_013950,DKSR20001031_1,51,29,77,6.1,0.37662337662337664,106
train,ulsan_019947,DKSR20001509_1,23,15,34,2.68,0.4411764705882353,49
train,ulsan_006933,DKSR20001300_2,35,25,84,6.7,0.2976190476190476,109
train,ulsan_020377,DKSR20001511_1,24,17,39,3.08,0.4358974358974359,56
train,ulsan_014610,DKSR20001032_1,16,9,31,2.42,0.2903225806451613,40
train,ulsan_000325,DKSR20000953_2,16,10,25,1.96,0.4,35
train,ulsan_006279,DKSR20001285_2,25,16,47,3.73,0.3404255319148936,63
train,ulsan_010893,DKSR20001608_1,7,6,24,1.89,0.25,30
train,ulsan_015830,DKSR20001202_2,21,16,51,4.01,0.3137254901960784,67
train,ulsan_003480,DKSR20001147_1,26,14,29,2.29,0.4827586206896552,43
train,ulsan_024843,DKSR20000973_2,12,8,30,2.33,0.26666666666666666,38
train,ulsan_017869,DKSR20001288_1,24,19,31,2.46,0.6129032258064516,50
train,ulsan_013772,DKSR20001715_1,12,8,44,3.51,0.18181818181818182,52
train,ulsan_018482,DKSR20001380_1,8,7,17,1.29,0.4117647058823529,24
train,ulsan_021112,DKSR20001533_1,21,16,66,5.28,0.24242424242424243,82
train,ulsan_000635,DKSR20000954_1,13,8,35,2.76,0.22857142857142856,43
train,ulsan_007274,DKSR20001301_1,75,50,106,8.47,0.4716981132075472,156
train,ulsan_014179,DKSR20001031_2,15,12,32,2.5,0.375,44
train,ulsan_021287,DKSR20001534_1,39,33,76,6.04,0.4342105263157895,109
train,ulsan_025806,DKSR20001157_1,21,12,32,2.56,0.375,44
train,ulsan_014061,DKSR20001031_2,37,22,56,4.47,0.39285714285714285,78
train,ulsan_005808,DKSR20001280_2,10,7,30,2.33,0.23333333333333334,37
train,ulsan_024888,DKSR20000973_2,20,11,32,2.54,0.34375,43
train,ulsan_000937,DKSR20000959_1,33,21,68,5.4,0.3088235294117647,89
train,ulsan_015701,DKSR20001202_2,41,18,50,3.99,0.36,68
train,ulsan_010818,DKSR20001608_2,20,19,45,3.58,0.4222222222222222,64
train,ulsan_013489,DKSR20001677_1,7,8,18,1.42,0.4444444444444444,26
train,ulsan_006342,DKSR20001285_1,14,10,19,1.47,0.5263157894736842,29
train,ulsan_018232,DKSR20001380_2,10,6,40,3.14,0.15,46
train,ulsan_026925,DKSR20001203_1,12,11,61,4.84,0.18032786885245902,72
train,ulsan_022335,DKSR20001569_2,26,17,43,3.37,0.3953488372093023,60
train,ulsan_009828,DKSR20001536_1,32,21,49,3.89,0.42857142857142855,70
train,ulsan_020274,DKSR20001511_1,33,18,57,4.55,0.3157894736842105,75
train,ulsan_021267,DKSR20001534_2,34,26,67,5.33,0.3880597014925373,93
train,ulsan_018777,DKSR20001388_1,80,55,151,12.05,0.36423841059602646,206
train,ulsan_007350,DKSR20001301_2,27,23,73,5.84,0.3150684931506849,96
train,ulsan_014919,DKSR20001033_1,27,17,32,2.54,0.53125,49
train,ulsan_024568,DKSR20000962_1,28,22,71,5.65,0.30985915492957744,93
train,ulsan_020331,DKSR20001511_2,27,13,45,3.57,0.28888888888888886,58
train,ulsan_007369,DKSR20001348_2,40,27,69,5.52,0.391304347826087,96
train,ulsan_007979,DKSR20001352_2,42,30,66,5.25,0.45454545454545453,96
train,ulsan_004977,DKSR20001168_2,23,15,32,2.54,0.46875,47
train,ulsan_025086,DKSR20000973_2,21,14,36,2.82,0.3888888888888889,50
train,ulsan_026169,DKSR20000975_1,26,18,50,3.97,0.36,68
train,ulsan_015002,DKSR20001033_1,11,9,22,1.76,0.4090909090909091,31
train,ulsan_016722,DKSR20001208_1,43,33,76,6.04,0.4342105263157895,109
train,ulsan_008006,DKSR20001353_1,35,25,63,4.97,0.3968253968253968,88
train,ulsan_007226,DKSR20001301_1,61,37,91,7.27,0.4065934065934066,128
train,ulsan_000897,DKSR20000959_1,37,32,77,6.13,0.4155844155844156,109
train,ulsan_019798,DKSR20001509_2,29,18,61,4.84,0.29508196721311475,79
train,ulsan_022329,DKSR20001569_1,10,8,19,1.49,0.42105263157894735,27
train,ulsan_017843,DKSR20001288_2,11,8,21,1.68,0.38095238095238093,29
train,ulsan_006188,DKSR20001284_1,64,51,80,6.39,0.6375,131
train,ulsan_003165,DKSR20001146_2,23,20,39,3.07,0.5128205128205128,59
train,ulsan_011663,DKSR20001611_2,36,25,42,3.31,0.5952380952380952,67
train,ulsan_004110,DKSR20001166_2,33,21,46,3.65,0.45652173913043476,67
train,ulsan_014767,DKSR20001033_2,41,24,62,4.96,0.3870967741935484,86
train,ulsan_011379,DKSR20001610_2,35,22,64,5.11,0.34375,86
train,ulsan_008158,DKSR20001353_2,19,15,33,2.59,0.45454545454545453,48
train,ulsan_023111,DKSR20000956_1,34,27,70,5.6,0.38571428571428573,97
train,ulsan_020518,DKSR20001511_2,30,18,64,5.06,0.28125,82
train,ulsan_011325,DKSR20001609_1,24,14,55,4.39,0.2545454545454545,69
train,ulsan_006219,DKSR20001284_2,14,9,26,2.08,0.34615384615384615,35
train,ulsan_017160,DKSR20001241_1,14,12,37,2.92,0.32432432432432434,49
train,ulsan_007922,DKSR20001352_1,25,17,38,2.98,0.4473684210526316,55
train,ulsan_008259,DKSR20001413_2,42,31,59,4.65,0.5254237288135594,90
train,ulsan_018358,DKSR20001380_2,7,4,25,1.94,0.16,29
train,ulsan_003035,DKSR20001146_2,34,20,69,5.51,0.2898550724637681,89
train,ulsan_009599,DKSR20001535_2,19,12,33,2.6,0.36363636363636365,45
train,ulsan_015952,DKSR20001206_1,21,13,42,3.32,0.30952380952380953,55
train,ulsan_002211,DKSR20001144_1,37,30,64,5.12,0.46875,94
train,ulsan_000515,DKSR20000954_2,4,2,14,1.1,0.14285714285714285,16
train,ulsan_026534,DKSR20001158_1,26,20,72,5.74,0.2777777777777778,92
train,ulsan_008717,DKSR20001475_1,28,18,53,4.23,0.33962264150943394,71
train,ulsan_002637,DKSR20001145_2,30,21,43,3.42,0.4883720930232558,64
train,ulsan_000921,DKSR20000959_1,34,23,63,4.97,0.36507936507936506,86
train,ulsan_017113,DKSR20001241_1,10,8,23,1.81,0.34782608695652173,31
train,ulsan_009338,DKSR20001535_2,17,12,36,2.86,0.3333333333333333,48
train,ulsan_025650,DKSR20000974_1,21,15,37,2.9,0.40540540540540543,52
train,ulsan_004081,DKSR20001165_1,28,20,53,4.19,0.37735849056603776,73
train,ulsan_001725,DKSR20001131_1,23,14,40,3.2,0.35,54
train,ulsan_005547,DKSR20001278_1,23,14,34,2.65,0.4117647058823529,48
train,ulsan_014742,DKSR20001033_2,20,12,25,1.93,0.48,37
train,ulsan_012862,DKSR20001650_2,34,20,55,4.37,0.36363636363636365,75
train,ulsan_020536,DKSR20001512_2,43,31,86,6.88,0.36046511627906974,117
train,ulsan_025653,DKSR20000974_1,19,8,31,2.43,0.25806451612903225,39
train,ulsan_017519,DKSR20001287_1,37,25,44,3.45,0.5681818181818182,69
train,ulsan_012572,DKSR20001649_1,28,20,54,4.29,0.37037037037037035,74
train,ulsan_006585,DKSR20001286_1,12,8,23,1.84,0.34782608695652173,31
train,ulsan_027557,DKSR20001204_1,26,18,61,4.81,0.29508196721311475,79
train,ulsan_009122,DKSR20001487_2,47,32,82,6.5,0.3902439024390244,114
train,ulsan_021207,DKSR20001533_2,16,8,58,4.63,0.13793103448275862,66
train,ulsan_025818,DKSR20001157_1,41,25,68,5.39,0.36764705882352944,93
train,ulsan_009401,DKSR20001535_1,36,20,37,2.91,0.5405405405405406,57
train,ulsan_022007,DKSR20001568_1,44,29,94,7.46,0.30851063829787234,123
train,ulsan_004251,DKSR20001166_1,48,29,79,6.28,0.3670886075949367,108
train,ulsan_017425,DKSR20001287_2,14,8,39,3.07,0.20512820512820512,47
train,ulsan_019324,DKSR20001507_2,16,10,39,3.07,0.2564102564102564,49
train,ulsan_014824,DKSR20001033_1,16,14,26,2.08,0.5384615384615384,40
train,ulsan_002450,DKSR20001144_2,10,7,29,2.31,0.2413793103448276,36
train,ulsan_007846,DKSR20001352_1,25,15,37,2.94,0.40540540540540543,52
train,ulsan_007932,DKSR20001352_1,43,21,69,5.47,0.30434782608695654,90
train,ulsan_000345,DKSR20000953_2,36,30,90,7.19,0.3333333333333333,120
train,ulsan_011351,DKSR20001609_2,12,7,27,2.16,0.25925925925925924,34
train,ulsan_023235,DKSR20000956_2,21,13,48,3.81,0.2708333333333333,61
train,ulsan_020003,DKSR20001510_1,20,15,58,4.6,0.25862068965517243,73
train,ulsan_007233,DKSR20001301_2,50,33,96,7.67,0.34375,129
train,ulsan_026153,DKSR20000975_2,53,33,107,8.54,0.308411214953271,140
train,ulsan_003192,DKSR20001146_1,5,3,29,2.28,0.10344827586206896,32
train,ulsan_002627,DKSR20001145_1,13,10,35,2.79,0.2857142857142857,45
train,ulsan_013749,DKSR20001715_2,25,14,51,4.05,0.27450980392156865,65
train,ulsan_019021,DKSR20001491_2,30,21,69,5.47,0.30434782608695654,90
train,ulsan_013755,DKSR20001715_2,23,15,60,4.77,0.25,75
train,ulsan_022750,DKSR20001571_2,16,11,31,2.46,0.3548387096774194,42
train,ulsan_013297,DKSR20001677_1,21,12,27,2.16,0.4444444444444444,39
train,ulsan_003337,DKSR20001147_2,9,7,21,1.68,0.3333333333333333,28
train,ulsan_023722,DKSR20000957_2,31,22,74,5.92,0.2972972972972973,96
train,ulsan_026354,DKSR20001158_2,9,7,19,1.47,0.3684210526315789,26
train,ulsan_005142,DKSR20001169_1,62,28,70,5.55,0.4,98
train,ulsan_023379,DKSR20000955_2,18,18,44,3.45,0.4090909090909091,62
train,ulsan_001167,DKSR20000960_1,24,13,76,6.03,0.17105263157894737,89
train,ulsan_004710,DKSR20001168_2,4,3,16,1.25,0.1875,19
train,ulsan_017083,DKSR20001241_2,38,28,78,6.22,0.358974358974359,106
train,ulsan_012706,DKSR20001650_2,28,16,45,3.6,0.35555555555555557,61
train,ulsan_018205,DKSR20001380_2,26,20,34,2.68,0.5882352941176471,54
train,ulsan_024065,DKSR20000961_2,37,27,72,5.69,0.375,99
train,ulsan_010556,DKSR20001594_2,50,35,90,7.16,0.3888888888888889,125
train,ulsan_000265,DKSR20000953_1,36,22,45,3.57,0.4888888888888889,67
train,ulsan_021920,DKSR20001568_2,15,9,33,2.58,0.2727272727272727,42
train,ulsan_010890,DKSR20001608_1,8,6,20,1.59,0.3,26
train,ulsan_027345,DKSR20000980_1,33,21,50,3.98,0.42,71
train,ulsan_012336,DKSR20001618_2,22,17,63,5.04,0.2698412698412698,80
train,ulsan_006111,DKSR20001284_2,58,36,92,7.33,0.391304347826087,128
train,ulsan_000110,DKSR20000953_2,45,35,64,5.07,0.546875,99
train,ulsan_014624,DKSR20001032_1,24,13,36,2.83,0.3611111111111111,49
train,ulsan_020327,DKSR20001511_1,37,21,88,6.97,0.23863636363636365,109
train,ulsan_001685,DKSR20001131_2,24,16,52,4.09,0.3076923076923077,68
train,ulsan_000470,DKSR20000954_2,7,6,20,1.54,0.3,26
train,ulsan_024980,DKSR20000973_2,36,23,73,5.78,0.3150684931506849,96
train,ulsan_010676,DKSR20001594_2,34,20,61,4.83,0.32786885245901637,81
train,ulsan_004637,DKSR20001167_1,30,18,38,2.99,0.47368421052631576,56
train,ulsan_023407,DKSR20000955_1,13,12,21,1.63,0.5714285714285714,33
train,ulsan_006815,DKSR20001286_2,47,32,72,5.7,0.4444444444444444,104
train,ulsan_008419,DKSR20001475_2,30,26,52,4.15,0.5,78
train,ulsan_024963,DKSR20000973_2,25,16,54,4.31,0.2962962962962963,70
train,ulsan_009922,DKSR20001536_1,27,19,40,3.18,0.475,59
train,ulsan_026535,DKSR20001158_1,20,12,33,2.62,0.36363636363636365,45
train,ulsan_026982,DKSR20001203_2,27,17,60,4.78,0.2833333333333333,77
train,ulsan_005771,DKSR20001280_2,66,37,85,6.76,0.43529411764705883,122
train,ulsan_021163,DKSR20001533_1,8,9,29,2.3,0.3103448275862069,38
train,ulsan_008519,DKSR20001475_1,3,3,23,1.83,0.13043478260869565,26
train,ulsan_000419,DKSR20000954_1,3,3,15,1.2,0.2,18
train,ulsan_007512,DKSR20001348_1,32,24,59,4.71,0.4067796610169492,83
train,ulsan_026565,DKSR20001158_1,48,26,82,6.54,0.3170731707317073,108
train,ulsan_006316,DKSR20001285_2,20,16,43,3.36,0.37209302325581395,59
train,ulsan_002380,DKSR20001144_2,23,19,38,2.99,0.5,57
train,ulsan_010234,DKSR20001593_2,24,16,47,3.71,0.3404255319148936,63
train,ulsan_018609,DKSR20001386_1,58,38,95,7.57,0.4,133
train,ulsan_001173,DKSR20000960_2,35,23,82,6.54,0.2804878048780488,105
train,ulsan_020601,DKSR20001512_1,16,9,42,3.36,0.21428571428571427,51
train,ulsan_007042,DKSR20001300_2,17,13,41,3.27,0.3170731707317073,54
train,ulsan_016276,DKSR20001207_1,38,31,63,5.02,0.49206349206349204,94
train,ulsan_019092,DKSR20001491_1,36,24,69,5.49,0.34782608695652173,93
train,ulsan_001745,DKSR20001131_1,17,11,26,2.03,0.4230769230769231,37
train,ulsan_004792,DKSR20001168_1,6,4,19,1.5,0.21052631578947367,23
train,ulsan_003090,DKSR20001146_2,28,23,48,3.8,0.4791666666666667,71
train,ulsan_006128,DKSR20001284_2,41,34,70,5.56,0.4857142857142857,104
train,ulsan_021336,DKSR20001534_2,21,15,57,4.52,0.2631578947368421,72
train,ulsan_004930,DKSR20001168_1,40,27,80,6.39,0.3375,107
train,ulsan_026098,DKSR20000975_1,31,27,50,3.97,0.54,77
train,ulsan_015919,DKSR20001202_1,19,15,34,2.65,0.4411764705882353,49
train,ulsan_000927,DKSR20000959_2,36,24,74,5.89,0.32432432432432434,98
train,ulsan_013993,DKSR20001031_1,29,21,58,4.58,0.3620689655172414,79
train,ulsan_012596,DKSR20001649_1,19,11,36,2.83,0.3055555555555556,47
train,ulsan_005419,DKSR20001278_2,62,40,83,6.64,0.4819277108433735,123
train,ulsan_008741,DKSR20001476_1,42,28,65,5.15,0.4307692307692308,93
train,ulsan_007902,DKSR20001352_1,34,25,57,4.55,0.43859649122807015,82
train,ulsan_005540,DKSR20001278_1,13,12,32,2.56,0.375,44
train,ulsan_000463,DKSR20000954_2,35,21,51,4.01,0.4117647058823529,72
train,ulsan_008424,DKSR20001475_1,29,19,69,5.5,0.2753623188405797,88
train,ulsan_008020,DKSR20001353_2,23,15,31,2.42,0.4838709677419355,46
train,ulsan_013435,DKSR20001677_2,24,17,61,4.84,0.2786885245901639,78
train,ulsan_006566,DKSR20001286_1,13,10,28,2.18,0.35714285714285715,38
train,ulsan_024158,DKSR20000961_2,26,19,71,5.62,0.2676056338028169,90
train,ulsan_004770,DKSR20001168_2,2,2,13,1.0,0.15384615384615385,15
train,ulsan_015023,DKSR20001033_1,37,25,45,3.59,0.5555555555555556,70
train,ulsan_026581,DKSR20001158_1,3,2,12,0.92,0.16666666666666666,14
train,ulsan_014310,DKSR20001032_2,7,3,17,1.3,0.17647058823529413,20
train,ulsan_000117,DKSR20000953_2,10,7,18,1.4,0.3888888888888889,25
train,ulsan_011622,DKSR20001610_2,17,13,39,3.05,0.3333333333333333,52
train,ulsan_020244,DKSR20001510_1,36,21,64,5.08,0.328125,85
train,ulsan_021015,DKSR20001532_1,32,21,66,5.28,0.3181818181818182,87
train,ulsan_016349,DKSR20001207_1,26,18,54,4.27,0.3333333333333333,72
train,ulsan_003955,DKSR20001165_1,38,25,49,3.92,0.5102040816326531,74
train,ulsan_002920,DKSR20001146_2,38,27,63,5.01,0.42857142857142855,90
train,ulsan_005585,DKSR20001278_2,18,12,38,3.02,0.3157894736842105,50
train,ulsan_014594,DKSR20001032_1,18,13,29,2.27,0.4482758620689655,42
train,ulsan_003719,DKSR20001149_2,32,20,45,3.54,0.4444444444444444,65
train,ulsan_004348,DKSR20001166_1,24,16,55,4.34,0.2909090909090909,71
train,ulsan_021076,DKSR20001533_1,36,25,70,5.59,0.35714285714285715,95
train,ulsan_005380,DKSR20001278_1,12,13,41,3.24,0.3170731707317073,54
train,ulsan_011854,DKSR20001611_2,24,15,35,2.77,0.42857142857142855,50
train,ulsan_021026,DKSR20001533_1,13,10,29,2.3,0.3448275862068966,39
train,ulsan_006431,DKSR20001285_1,66,47,83,6.58,0.5662650602409639,130
train,ulsan_020444,DKSR20001511_1,13,9,37,2.93,0.24324324324324326,46
train,ulsan_004042,DKSR20001165_1,30,29,61,4.85,0.47540983606557374,90
train,ulsan_023598,DKSR20000955_2,5,3,20,1.58,0.15,23
train,ulsan_014455,DKSR20001032_1,24,19,44,3.48,0.4318181818181818,63
train,ulsan_006822,DKSR20001286_2,10,8,38,3.04,0.21052631578947367,46
train,ulsan_018453,DKSR20001380_2,27,20,47,3.72,0.425531914893617,67
train,ulsan_006892,DKSR20001300_2,57,43,103,8.24,0.4174757281553398,146
train,ulsan_009184,DKSR20001487_1,20,13,28,2.22,0.4642857142857143,41
train,ulsan_000545,DKSR20000954_2,8,6,17,1.34,0.35294117647058826,23
train,ulsan_024172,DKSR20000961_2,38,26,60,4.79,0.43333333333333335,86
train,ulsan_024671,DKSR20000962_2,8,6,58,4.61,0.10344827586206896,64
train,ulsan_005864,DKSR20001280_2,31,28,62,4.91,0.45161290322580644,90
train,ulsan_003961,DKSR20001165_1,41,25,55,4.4,0.45454545454545453,80
train,ulsan_007732,DKSR20001351_1,58,38,81,6.42,0.4691358024691358,119
train,ulsan_020677,DKSR20001512_1,29,22,73,5.82,0.3013698630136986,95
train,ulsan_001878,DKSR20001132_1,25,19,35,2.78,0.5428571428571428,54
train,ulsan_011991,DKSR20001617_2,19,13,29,2.3,0.4482758620689655,42
train,ulsan_019719,DKSR20001509_1,17,14,42,3.29,0.3333333333333333,56
train,ulsan_021995,DKSR20001568_1,31,25,53,4.24,0.4716981132075472,78
train,ulsan_010063,DKSR20001592_2,18,13,45,3.53,0.28888888888888886,58
train,ulsan_014322,DKSR20001032_2,19,13,26,2.08,0.5,39
train,ulsan_009935,DKSR20001592_2,26,15,47,3.7,0.3191489361702128,62
train,ulsan_008869,DKSR20001476_1,19,13,31,2.43,0.41935483870967744,44
train,ulsan_016697,DKSR20001208_2,25,17,61,4.83,0.2786885245901639,78
train,ulsan_016855,DKSR20001240_1,47,30,71,5.68,0.4225352112676056,101
train,ulsan_006971,DKSR20001300_2,7,4,21,1.63,0.19047619047619047,25
train,ulsan_026689,DKSR20000979_1,37,24,76,6.04,0.3157894736842105,100
train,ulsan_007107,DKSR20001300_2,15,10,38,2.97,0.2631578947368421,48
train,ulsan_016580,DKSR20001208_1,19,13,38,2.99,0.34210526315789475,51
train,ulsan_010811,DKSR20001608_2,20,13,52,4.09,0.25,65
train,ulsan_003341,DKSR20001147_2,15,10,35,2.77,0.2857142857142857,45
train,ulsan_025265,DKSR20001156_1,32,20,36,2.87,0.5555555555555556,56
train,ulsan_008209,DKSR20001413_2,29,17,53,4.21,0.32075471698113206,70
train,ulsan_003108,DKSR20001146_2,31,23,58,4.62,0.39655172413793105,81
train,ulsan_023574,DKSR20000955_1,22,13,33,2.61,0.3939393939393939,46
train,ulsan_004826,DKSR20001168_2,59,35,73,5.83,0.4794520547945205,108
train,ulsan_020324,DKSR20001511_1,27,16,55,4.36,0.2909090909090909,71
train,ulsan_008396,DKSR20001475_1,29,16,51,4.06,0.3137254901960784,67
train,ulsan_023797,DKSR20000957_2,39,28,91,7.21,0.3076923076923077,119
train,ulsan_002002,DKSR20001132_1,35,24,46,3.66,0.5217391304347826,70
train,ulsan_001082,DKSR20000960_1,29,23,69,5.51,0.3333333333333333,92
train,ulsan_003450,DKSR20001147_2,46,34,80,6.35,0.425,114
train,ulsan_019282,DKSR20001507_1,18,11,38,2.99,0.2894736842105263,49
train,ulsan_022424,DKSR20001570_2,19,13,31,2.46,0.41935483870967744,44
train,ulsan_006960,DKSR20001300_1,25,17,46,3.68,0.3695652173913043,63
train,ulsan_009182,DKSR20001487_1,33,20,72,5.71,0.2777777777777778,92
train,ulsan_010175,DKSR20001592_2,17,13,39,3.07,0.3333333333333333,52
train,ulsan_024012,DKSR20000958_1,22,14,96,7.63,0.14583333333333334,110
train,ulsan_005702,DKSR20001280_1,33,22,53,4.18,0.41509433962264153,75
train,ulsan_012207,DKSR20001618_1,16,9,24,1.92,0.375,33
train,ulsan_026110,DKSR20000975_1,47,29,77,6.12,0.37662337662337664,106
train,ulsan_022222,DKSR20001569_2,39,25,77,6.09,0.3246753246753247,102
train,ulsan_026960,DKSR20001203_2,16,10,37,2.96,0.2702702702702703,47
train,ulsan_010014,DKSR20001592_1,25,17,51,4.06,0.3333333333333333,68
train,ulsan_009205,DKSR20001487_1,60,41,77,6.16,0.5324675324675324,118
train,ulsan_021184,DKSR20001533_2,3,3,21,1.67,0.14285714285714285,24
train,ulsan_001733,DKSR20001131_1,16,12,35,2.75,0.34285714285714286,47
train,ulsan_023869,DKSR20000958_1,8,6,38,2.99,0.15789473684210525,44
train,ulsan_016748,DKSR20001208_2,21,13,42,3.36,0.30952380952380953,55
train,ulsan_006873,DKSR20001300_1,15,10,73,5.82,0.136986301369863,83
train,ulsan_024119,DKSR20000961_2,19,14,65,5.17,0.2153846153846154,79
train,ulsan_002079,DKSR20001132_2,29,18,35,2.73,0.5142857142857142,53
train,ulsan_018463,DKSR20001380_1,21,16,61,4.84,0.26229508196721313,77
train,ulsan_020691,DKSR20001512_2,14,9,25,1.95,0.36,34
train,ulsan_021642,DKSR20001537_2,18,12,35,2.75,0.34285714285714286,47
train,ulsan_005781,DKSR20001280_2,39,20,47,3.75,0.425531914893617,67
train,ulsan_003533,DKSR20001147_1,2,2,17,1.31,0.11764705882352941,19
train,ulsan_003177,DKSR20001146_2,9,6,24,1.87,0.25,30
train,ulsan_020785,DKSR20001512_1,23,14,50,3.95,0.28,64
train,ulsan_018184,DKSR20001336_2,22,19,61,4.88,0.3114754098360656,80
train,ulsan_025598,DKSR20000974_2,35,21,57,4.52,0.3684210526315789,78
train,ulsan_021496,DKSR20001537_1,20,16,59,4.65,0.2711864406779661,75
train,ulsan_005533,DKSR20001278_2,35,22,48,3.77,0.4583333333333333,70
train,ulsan_011840,DKSR20001611_1,28,22,37,2.92,0.5945945945945946,59
train,ulsan_005475,DKSR20001278_1,13,8,29,2.3,0.27586206896551724,37
train,ulsan_018877,DKSR20001491_1,16,14,39,3.09,0.358974358974359,53
train,ulsan_015195,DKSR20001159_2,39,28,57,4.54,0.49122807017543857,85
train,ulsan_001383,DKSR20001094_2,29,19,86,6.88,0.22093023255813954,105
train,ulsan_009174,DKSR20001487_1,15,10,43,3.37,0.23255813953488372,53
train,ulsan_003431,DKSR20001147_1,8,4,28,2.21,0.14285714285714285,32
train,ulsan_016638,DKSR20001208_1,20,12,29,2.29,0.41379310344827586,41
train,ulsan_007096,DKSR20001300_1,14,9,22,1.72,0.4090909090909091,31
train,ulsan_000870,DKSR20000959_2,22,14,54,4.31,0.25925925925925924,68
train,ulsan_012796,DKSR20001650_2,47,27,80,6.37,0.3375,107
train,ulsan_013093,DKSR20001651_1,37,26,62,4.91,0.41935483870967744,88
train,ulsan_004981,DKSR20001168_2,42,33,63,5.04,0.5238095238095238,96
train,ulsan_017372,DKSR20001287_1,13,9,47,3.71,0.19148936170212766,56
train,ulsan_000229,DKSR20000953_1,3,3,15,1.14,0.2,18
train,ulsan_012327,DKSR20001618_1,54,38,75,5.96,0.5066666666666667,113
train,ulsan_012993,DKSR20001651_1,43,38,77,6.1,0.4935064935064935,115
train,ulsan_010005,DKSR20001592_1,26,22,45,3.53,0.4888888888888889,67
train,ulsan_019295,DKSR20001507_2,23,16,42,3.36,0.38095238095238093,58
train,ulsan_024986,DKSR20000973_2,38,28,54,4.27,0.5185185185185185,82
train,ulsan_013353,DKSR20001677_1,6,5,18,1.39,0.2777777777777778,23
train,ulsan_013131,DKSR20001651_1,25,20,62,4.96,0.3225806451612903,82
train,ulsan_018799,DKSR20001388_1,68,38,125,9.98,0.304,163
train,ulsan_016004,DKSR20001206_1,26,19,44,3.45,0.4318181818181818,63
train,ulsan_002609,DKSR20001145_1,25,12,30,2.37,0.4,42
