split,id,speaker,text_chars,duration,rms,silence_fraction,clip_fraction
train,ulsan_011457,DKSR20001610_1,19,2.48,0.17016732803323426,0.2559811827956989,0.0
train,ulsan_002484,DKSR20001144_2,33,4.4,0.10799363220107637,0.2908522727272727,0.0
train,ulsan_007817,DKSR20001352_1,32,3.94,0.16613738241016596,0.22696700507614212,0.0
train,ulsan_005495,DKSR20001278_1,21,3.79,0.1504442366302835,0.3062994722955145,0.0
train,ulsan_020000,DKSR20001510_2,24,4.61,0.1351998109571812,0.31052060737527115,0.0
train,ulsan_003224,DKSR20001146_2,14,2.25,0.15303959399219988,0.22816666666666666,0.0
train,ulsan_023083,DKSR20000956_2,34,6.13,0.11693076526732571,0.3288268080478521,0.0
train,ulsan_005252,DKSR20001169_1,19,1.97,0.13959255607842183,0.22823604060913705,0.0
train,ulsan_018531,DKSR20001386_2,105,14.47,0.09065681077766746,0.27164247869154573,0.0
train,ulsan_002500,DKSR20001144_2,14,2.75,0.14568598082680725,0.33231818181818185,0.0
train,ulsan_006894,DKSR20001300_2,32,4.07,0.05675310022430687,0.39677518427518427,0.0
train,ulsan_022628,DKSR20001570_2,52,5.64,0.1321784733866656,0.14425236406619385,0.0
train,ulsan_019724,DKSR20001509_1,38,4.6,0.13916313277746864,0.09640398550724638,0.0
train,ulsan_009476,DKSR20001535_1,19,2.01,0.22645494137153377,0.09973051409618573,0.0
train,ulsan_012964,DKSR20001651_1,42,4.85,0.10821616081703277,0.2689776632302405,0.0
train,ulsan_019633,DKSR20001508_1,48,6.26,0.10701007659640514,0.1295926517571885,0.0
train,ulsan_001948,DKSR20001132_2,20,2.31,0.13708562649881986,0.24341630591630592,0.0
train,ulsan_022910,DKSR20001571_1,30,4.09,0.10772803584106157,0.17151589242053789,0.0
train,ulsan_012033,DKSR20001617_2,24,3.55,0.18406668471016638,0.16491784037558685,0.0
train,ulsan_026450,DKSR20001158_1,16,3.38,0.18409782644731437,0.3383999013806706,0.0
train,ulsan_010194,DKSR20001593_1,23,3.45,0.15341312796439882,0.2489855072463768,0.0
train,ulsan_021706,DKSR20001568_1,5,1.49,0.16276657276723047,0.4210570469798658,0.0
train,ulsan_005684,DKSR20001280_1,29,3.96,0.1202798332982676,0.23717382154882155,0.0
train,ulsan_012499,DKSR20001649_1,13,3.54,0.12608749475112768,0.5233050847457628,0.0
train,ulsan_009656,DKSR20001536_1,27,3.0099583333333335,0.19992403595323283,0.15434875898060604,0.0
train,ulsan_000280,DKSR20000953_1,21,3.81,0.18019866038246637,0.17309711286089238,0.0
train,ulsan_020016,DKSR20001510_1,26,5.53,0.13664723730773098,0.15101717902350814,0.0
train,ulsan_020783,DKSR20001512_2,30,4.99,0.1374184850673664,0.28804275217100866,0.0
train,ulsan_016481,DKSR20001207_2,13,2.45,0.20374621003071117,0.19877551020408163,0.0
train,ulsan_020162,DKSR20001510_2,24,4.62,0.1543452181859672,0.2758838383838384,0.0
train,ulsan_027532,DKSR20001204_2,21,2.72,0.17953887447387873,0.389874387254902,0.0
train,ulsan_017892,DKSR20001288_1,37,4.21,0.1585398104813095,0.30181116389548696,0.0
train,ulsan_005006,DKSR20001168_1,7,2.84,0.19334196696476214,0.4368838028169014,0.0
train,ulsan_002084,DKSR20001132_2,23,2.74,0.12269504579752061,0.3114051094890511,0.0
train,ulsan_006779,DKSR20001286_1,41,3.78,0.19230248822167084,0.15006613756613757,0.0
train,ulsan_024217,DKSR20000961_2,26,4.12,0.09983723981371961,0.3812601132686084,0.0
train,ulsan_025911,DKSR20001157_2,9,2.97,0.10126652574641441,0.4751543209876543,0.0
train,ulsan_017614,DKSR20001288_2,30,4.25,0.17642872809648344,0.17229411764705882,0.0
train,ulsan_019664,DKSR20001508_2,35,3.74,0.15857688457590025,0.1401626559714795,0.0
train,ulsan_022228,DKSR20001569_2,57,7.39,0.12883934662560922,0.11180085701398286,0.0
train,ulsan_009381,DKSR20001535_1,12,2.43,0.23247312757913774,0.2037551440329218,0.0
train,ulsan_005469,DKSR20001278_1,44,5.87,0.08374083220774026,0.24494605337876207,0.0
train,ulsan_022850,DKSR20001571_2,17,4.44,0.1045763580342922,0.5960397897897898,0.0
train,ulsan_023523,DKSR20000955_2,4,1.16,0.19098490567424783,0.36742097701149423,0.0
train,ulsan_026583,DKSR20001158_1,11,1.76,0.21064834332261662,0.1959280303030303,0.0
train,ulsan_012441,DKSR20001649_1,30,6.08,0.11248513574251613,0.38623218201754383,0.0
train,ulsan_016307,DKSR20001207_1,17,4.01,0.13431717179659586,0.21930590191188695,0.0
train,ulsan_026235,DKSR20000975_1,38,5.15,0.16372622654490052,0.2771197411003236,0.0
train,ulsan_023069,DKSR20000956_2,14,2.65,0.12159486051912329,0.2788993710691824,0.0
train,ulsan_007111,DKSR20001300_2,29,5.11,0.09143378745472613,0.3133643183300718,0.0
train,ulsan_006402,DKSR20001285_1,46,4.47,0.12129627863011776,0.21027218493661445,0.0
train,ulsan_001220,DKSR20001094_2,11,3.08,0.12286507558090828,0.45857683982683983,0.0
train,ulsan_002161,DKSR20001144_2,24,4.04,0.12444652095282184,0.19927805280528052,0.0
train,ulsan_011734,DKSR20001611_1,45,6.01,0.06162291336901479,0.3738422074320577,0.0
train,ulsan_026451,DKSR20001158_1,29,2.39,0.2036744705799701,0.325697350069735,0.0
train,ulsan_008521,DKSR20001475_1,34,5.24,0.1097974761536006,0.3015346692111959,0.0
train,ulsan_004339,DKSR20001166_1,14,4.53,0.1297725922107328,0.3324319352465048,0.0
train,ulsan_026018,DKSR20001157_1,29,3.91,0.1426937786777265,0.26096547314578006,0.0
train,ulsan_017599,DKSR20001287_2,29,4.65,0.17422541543133666,0.24912186379928317,0.0
train,ulsan_018574,DKSR20001386_2,81,14.69,0.10683382098178237,0.2777598139323803,0.0
train,ulsan_022912,DKSR20001571_1,37,6.07,0.1249045955692471,0.2537891268533773,0.0
train,ulsan_011594,DKSR20001610_1,10,2.04,0.11129374937279089,0.44515931372549017,0.0
train,ulsan_010101,DKSR20001592_2,30,4.21,0.13081814451731918,0.21503365003958827,0.0
train,ulsan_023301,DKSR20000955_1,21,4.62,0.11043420095925321,0.2813131313131313,0.0
train,ulsan_026134,DKSR20000975_2,41,6.27,0.10800673836834906,0.19089580010632642,0.0
train,ulsan_019363,DKSR20001507_1,30,4.69,0.10032451032952303,0.2857498223169865,0.0
train,ulsan_008627,DKSR20001475_2,26,4.32,0.10012147138985,0.37840470679012345,0.0
train,ulsan_004992,DKSR20001168_2,20,3.44,0.1407363130078429,0.2048812984496124,0.0
train,ulsan_016386,DKSR20001207_2,25,4.91,0.21784977648528284,0.17808893414799729,0.0
train,ulsan_001287,DKSR20001094_1,11,3.44,0.17770583955453942,0.27697432170542635,0.0
train,ulsan_025341,DKSR20001156_1,20,2.67,0.17693524373002945,0.23623595505617978,0.0
train,ulsan_000412,DKSR20000954_1,2,1.15,0.30977283939211625,0.21123188405797103,0.0
train,ulsan_020881,DKSR20001532_2,26,4.49,0.15846321108876132,0.2205920564216778,0.0
train,ulsan_016989,DKSR20001240_2,34,4.76,0.045004313766899486,0.36518732492997197,0.0
train,ulsan_014394,DKSR20001032_2,40,2.43,0.12032568957151356,0.12782921810699588,0.0
train,ulsan_004969,DKSR20001168_2,15,3.08,0.11321790788651556,0.44241071428571427,0.0
train,ulsan_004980,DKSR20001168_2,9,1.89,0.10429668776971264,0.525110229276896,0.0
train,ulsan_003733,DKSR20001149_1,36,4.94,0.14743023759423568,0.282304318488529,0.0
train,ulsan_024029,DKSR20000958_1,22,4.73,0.1347534080198551,0.6370771670190275,0.0
train,ulsan_012582,DKSR20001649_2,36,5.47,0.08141952173263527,0.44351767215112736,0.0
train,ulsan_005916,DKSR20001280_1,35,4.68,0.1192349450357323,0.18765135327635327,0.0
train,ulsan_015719,DKSR20001202_2,41,5.24,0.07336250728228921,0.23420006361323156,0.0
train,ulsan_021558,DKSR20001537_2,24,4.26,0.13540251555349908,0.19312402190923317,0.0
train,ulsan_020558,DKSR20001512_2,33,4.16,0.13035634068102928,0.16960136217948718,0.0
train,ulsan_010748,DKSR20001608_1,9,3.17,0.1333165447888737,0.5719374342797056,0.0
train,ulsan_001140,DKSR20000960_2,35,5.89,0.13325706628560757,0.41866157328805886,0.0
train,ulsan_002700,DKSR20001145_1,23,3.91,0.12099917379243,0.2703537936913896,0.0
train,ulsan_010511,DKSR20001594_2,22,2.93,0.1543854986313281,0.4522895335608646,0.0
train,ulsan_012067,DKSR20001617_2,50,5.52,0.14568950809680803,0.14305555555555555,0.0
train,ulsan_014565,DKSR20001032_2,8,1.78,0.16084738901371287,0.19714419475655431,0.0
train,ulsan_016796,DKSR20001240_1,32,5.68,0.16784966479568247,0.32584360328638495,0.0
train,ulsan_013386,DKSR20001677_2,43,5.9,0.12799986226210955,0.22805084745762713,0.0
train,ulsan_014413,DKSR20001032_2,8,0.98,0.21614808966867224,0.19068877551020408,0.0
train,ulsan_010249,DKSR20001593_2,24,3.44,0.11753184007533996,0.35648013565891473,0.0
train,ulsan_000107,DKSR20000953_2,27,3.96,0.10240230116702402,0.29946338383838383,0.0
train,ulsan_006333,DKSR20001285_2,20,3.66,0.0990065587476509,0.36645036429872496,0.0
train,ulsan_014603,DKSR20001032_1,11,1.3600833333333333,0.13701122271307414,0.35656516144844064,0.0
train,ulsan_005106,DKSR20001169_1,9,1.95,0.1473604066549618,0.44764957264957267,0.0
train,ulsan_021768,DKSR20001568_1,27,3.63,0.16639381211206788,0.13453856749311294,0.0
train,ulsan_014163,DKSR20001031_2,11,2.01,0.12627758023980123,0.29653814262023215,0.0
train,ulsan_026515,DKSR20001158_2,5,1.22,0.196550875221381,0.37967896174863386,0.0
train,ulsan_001690,DKSR20001131_2,11,2.12,0.15309969554131597,0.5044614779874214,0.0
train,ulsan_013298,DKSR20001677_1,13,2.11,0.14503959159293453,0.34984202211690363,0.0
train,ulsan_003975,DKSR20001165_2,33,3.88,0.13953174632002155,0.21605455326460482,0.0
train,ulsan_020213,DKSR20001510_2,43,7.14,0.10114584369642289,0.2969596171802054,0.0
train,ulsan_003645,DKSR20001149_2,17,2.24,0.12470592260825054,0.39659598214285713,0.0
train,ulsan_024608,DKSR20000962_2,13,2.79,0.15638525891663854,0.2887246117084827,0.0
train,ulsan_023921,DKSR20000958_2,19,6.13,0.11580896638474995,0.4078031538879826,0.0
train,ulsan_005928,DKSR20001280_1,17,2.18,0.17078332277975602,0.14197247706422017,0.0
train,ulsan_005133,DKSR20001169_1,29,4.18,0.12836926433481033,0.29387958532695374,0.0
train,ulsan_026788,DKSR20000979_2,36,5.36,0.11257608105631967,0.2806436567164179,0.0
train,ulsan_000143,DKSR20000953_1,27,4.73,0.16602223751634357,0.20206131078224102,0.0
train,ulsan_025573,DKSR20000974_2,30,5.02,0.1222987735917643,0.2906789508632138,0.0
train,ulsan_002169,DKSR20001144_1,6,1.58,0.13669268367987797,0.30116033755274263,0.0
train,ulsan_015486,DKSR20001160_2,24,5.87,0.146540536114166,0.4350865985235662,0.0
train,ulsan_002565,DKSR20001145_2,40,3.71,0.12810283437683945,0.230570530098832,0.0
train,ulsan_025062,DKSR20000973_2,27,4.9,0.13923661191503447,0.14093537414965987,0.0
train,ulsan_013790,DKSR20001715_1,30,3.63,0.1761932517468426,0.25736914600550964,0.0
train,ulsan_011012,DKSR20001608_1,17,4.31,0.11203486443929499,0.5813708430007734,0.0
train,ulsan_000342,DKSR20000953_2,28,4.11,0.186882158459474,0.0911699107866991,0.0
train,ulsan_006205,DKSR20001284_2,17,2.38,0.17046338791335344,0.21165966386554622,0.0
train,ulsan_012768,DKSR20001650_2,41,6.37,0.08043922325730121,0.4052721088435374,0.0
train,ulsan_024677,DKSR20000962_2,22,4.0,0.10634798897831511,0.3478541666666667,0.0
train,ulsan_015450,DKSR20001160_2,15,3.0,0.17713477107979397,0.16027777777777777,0.0
train,ulsan_005199,DKSR20001169_2,28,4.52,0.1445715470920719,0.16684181415929203,0.0
train,ulsan_004817,DKSR20001168_2,17,4.61,0.128868435741043,0.5354302241503976,0.0
train,ulsan_008926,DKSR20001476_1,15,2.61,0.13322360818340714,0.30344827586206896,0.0
train,ulsan_026815,DKSR20000979_2,56,6.93,0.09732892239931573,0.20784632034632033,0.0
train,ulsan_016217,DKSR20001206_1,42,5.54,0.21331650982038539,0.177940734055355,0.0
train,ulsan_017696,DKSR20001288_2,28,3.61,0.19598464205601224,0.29410203139427515,0.0
train,ulsan_011075,DKSR20001609_1,14,3.22,0.1633289126879038,0.3888586956521739,0.0
train,ulsan_001539,DKSR20001131_1,18,1.88,0.13097671536292133,0.23730053191489361,0.0
train,ulsan_018690,DKSR20001387_1,99,16.36,0.10541689688862207,0.2870950488997555,0.0
train,ulsan_017432,DKSR20001287_1,22,3.13,0.12271527372906815,0.40945154419595314,0.0
train,ulsan_003691,DKSR20001149_2,18,3.06,0.14028337810219035,0.4503540305010893,0.0
train,ulsan_027494,DKSR20001204_1,17,2.8,0.1365456528736115,0.18063988095238095,0.0
train,ulsan_013112,DKSR20001651_1,26,2.9,0.08563684159704028,0.3062212643678161,0.0
train,ulsan_005703,DKSR20001280_1,27,3.66,0.13305744384397541,0.20021630236794172,0.0
train,ulsan_004059,DKSR20001165_1,21,3.93,0.12149561550384422,0.5163273960983885,0.0
train,ulsan_025109,DKSR20000973_1,13,2.97,0.126827861810705,0.35028058361391695,0.0
train,ulsan_015467,DKSR20001160_2,16,2.14,0.17071336761402972,0.21314252336448597,0.0
train,ulsan_025496,DKSR20000974_2,37,5.84,0.14149981895462582,0.3253424657534247,0.0
train,ulsan_016922,DKSR20001240_1,10,1.2,0.16596278822708038,0.2684375,0.0
train,ulsan_018235,DKSR20001380_1,28,4.11,0.16517214326271032,0.20764395782643957,0.0
train,ulsan_021041,DKSR20001533_2,12,2.28,0.11578037990382067,0.42317251461988303,0.0
train,ulsan_006049,DKSR20001284_1,30,3.55,0.07548334048240588,0.2505633802816901,0.0
train,ulsan_003156,DKSR20001146_1,36,4.8,0.14818349635968894,0.25110243055555553,0.0
train,ulsan_003894,DKSR20001165_2,33,5.98,0.1313250180762886,0.2197463768115942,0.0
train,ulsan_002564,DKSR20001145_2,23,4.13,0.10522020458910773,0.3763014527845036,0.0
train,ulsan_012136,DKSR20001617_2,35,3.51,0.14734048633896554,0.12896486229819562,0.0
train,ulsan_009803,DKSR20001536_2,16,2.96,0.16980903726376115,0.21341497747747748,0.0
train,ulsan_018518,DKSR20001386_1,49,7.73,0.17286671634622564,0.23945127210004313,0.0
train,ulsan_020508,DKSR20001511_1,31,5.27,0.09489782495100624,0.2873260594560405,0.0
train,ulsan_019455,DKSR20001508_1,32,5.75,0.13475495329656104,0.3963115942028986,0.0
train,ulsan_000172,DKSR20000953_1,38,5.38,0.16606904386622326,0.22824504337050805,0.0
train,ulsan_011583,DKSR20001610_1,25,3.64,0.14640315428987705,0.32379807692307694,0.0
train,ulsan_006833,DKSR20001286_2,36,4.36,0.12497678579697974,0.35619266055045873,0.0
train,ulsan_018830,DKSR20001388_2,68,8.57,0.1272235676809583,0.22131466355503696,0.0
train,ulsan_022977,DKSR20001571_1,29,3.13,0.12544113837382126,0.1981895633652822,0.0
train,ulsan_008290,DKSR20001413_2,24,2.45,0.13119253198435485,0.4608503401360544,0.0
train,ulsan_010599,DKSR20001594_2,22,2.99,0.12688517051098602,0.3959169453734671,0.0
train,ulsan_020870,DKSR20001532_1,14,2.32,0.16868302564152132,0.20440014367816092,0.0
train,ulsan_004559,DKSR20001167_2,57,5.87,0.10781561309414443,0.18048693923906872,0.0
train,ulsan_026999,DKSR20001203_1,34,4.68,0.07736377268669525,0.3087695868945869,0.0
train,ulsan_019668,DKSR20001508_2,50,5.55,0.13047463384868824,0.2162087087087087,0.0
train,ulsan_016733,DKSR20001208_1,26,4.01,0.11669339692558729,0.207522859517872,0.0
train,ulsan_021126,DKSR20001533_2,23,4.0,0.1480908706535589,0.25236458333333334,0.0
train,ulsan_013024,DKSR20001651_1,31,3.92,0.09712928132829007,0.32417091836734696,0.0
train,ulsan_011741,DKSR20001611_1,17,3.07,0.09522653206626892,0.31178067318132463,0.0
train,ulsan_001943,DKSR20001132_2,30,3.34,0.10654124872071459,0.16331087824351298,0.0
train,ulsan_005240,DKSR20001169_1,31,3.07,0.15574528796801126,0.20580890336590663,0.0
train,ulsan_008921,DKSR20001476_1,22,2.96,0.1548166309592223,0.24476351351351353,0.0
train,ulsan_017102,DKSR20001241_1,13,2.95,0.17863669331367005,0.3579943502824859,0.0
train,ulsan_007967,DKSR20001352_2,56,6.93,0.10674191155989436,0.2821007696007696,0.0
train,ulsan_020560,DKSR20001512_2,27,5.46,0.08062150897933572,0.29354395604395606,0.0
train,ulsan_022634,DKSR20001570_2,40,4.51,0.07678974914606661,0.2520140428677014,0.0
train,ulsan_023965,DKSR20000958_2,26,4.86,0.11825094838023788,0.45108882030178327,0.0
train,ulsan_011900,DKSR20001617_2,39,4.56,0.15557275159741948,0.14932383040935673,0.0
train,ulsan_002888,DKSR20001146_1,47,5.52,0.10781644878397267,0.2273022342995169,0.0
train,ulsan_001214,DKSR20001094_2,27,3.49,0.14492590673942174,0.17079751671442217,0.0
train,ulsan_007686,DKSR20001351_1,81,8.75,0.16455588223229536,0.19357142857142856,0.0
train,ulsan_025632,DKSR20000974_1,43,5.52,0.1253464140988597,0.18561292270531402,0.0
train,ulsan_011861,DKSR20001611_1,37,5.15,0.10192414177406513,0.2737378640776699,0.0
train,ulsan_003172,DKSR20001146_2,26,4.71,0.12348917629718147,0.1890038924274593,0.0
train,ulsan_008094,DKSR20001353_2,48,5.44,0.149801298126689,0.15739123774509803,0.0
train,ulsan_027658,DKSR20001204_2,29,2.68,0.17373676710500405,0.11198694029850746,0.0
train,ulsan_017681,DKSR20001288_1,36,3.13,0.08613883662318804,0.47529286474973376,0.0
train,ulsan_019457,DKSR20001508_2,27,3.01,0.1319823238067052,0.2230343300110742,0.0
train,ulsan_018954,DKSR20001491_2,34,4.49,0.13290639962728534,0.18265590200445433,0.0
train,ulsan_007218,DKSR20001301_1,28,3.57,0.16873456254765523,0.18425536881419236,0.0
train,ulsan_002428,DKSR20001144_1,2,1.18,0.10636607454964284,0.1949858757062147,0.0
train,ulsan_016327,DKSR20001207_2,36,4.04,0.13981550204525792,0.23133250825082508,0.0
train,ulsan_009418,DKSR20001535_1,18,2.03,0.14270579417234414,0.18967569786535304,0.0
train,ulsan_012010,DKSR20001617_2,21,2.87,0.16141132992062157,0.20515389082462254,0.0
train,ulsan_007174,DKSR20001301_1,28,3.98,0.19736557365254664,0.20175879396984925,0.0
train,ulsan_020594,DKSR20001512_2,38,7.53,0.11676882138246769,0.5133023461708721,0.0
train,ulsan_003474,DKSR20001147_1,2,2.42,0.07706616372196849,0.8078340220385675,0.0
train,ulsan_002341,DKSR20001144_2,15,2.41,0.15557146555810783,0.24154564315352697,0.0
train,ulsan_015692,DKSR20001202_1,31,3.04,0.1778587641250878,0.11674890350877193,0.0
train,ulsan_007494,DKSR20001348_1,27,4.31,0.10802898638678213,0.488553750966744,0.0
train,ulsan_011678,DKSR20001611_1,23,4.59,0.10476340411042995,0.3338235294117647,0.0
train,ulsan_001750,DKSR20001131_1,32,4.58,0.14149106440616888,0.2150382096069869,0.0
train,ulsan_021378,DKSR20001534_1,28,5.62,0.163599130786822,0.21904655990510083,0.0
train,ulsan_015505,DKSR20001160_1,32,6.51,0.14114519468802864,0.1631400409626216,0.0
train,ulsan_023766,DKSR20000957_2,19,4.4,0.14490702273099554,0.3462689393939394,0.0
train,ulsan_016798,DKSR20001240_1,29,4.05,0.147196684772381,0.19724279835390945,0.0
train,ulsan_019078,DKSR20001491_2,39,4.11,0.12630471883161046,0.268978102189781,0.0
train,ulsan_014414,DKSR20001032_2,19,2.99,0.14562442693933186,0.210103121516165,0.0
train,ulsan_027405,DKSR20001204_2,20,2.18,0.11078292436228525,0.20905963302752292,0.0
train,ulsan_020577,DKSR20001512_1,15,3.15,0.18277818944247273,0.2637830687830688,0.0
train,ulsan_019851,DKSR20001509_2,2,1.82,0.1300445421859402,0.13333333333333333,0.0
train,ulsan_022296,DKSR20001569_1,45,5.0,0.13287370409080831,0.09375,0.0
train,ulsan_015664,DKSR20001202_2,68,5.3,0.1834130665640919,0.1077122641509434,0.0
train,ulsan_016197,DKSR20001206_1,18,3.15,0.14848194989893979,0.1736904761904762,0.0
train,ulsan_009582,DKSR20001535_1,37,5.47,0.1589638551871336,0.19568098720292504,0.0
train,ulsan_024970,DKSR20000973_2,28,4.02,0.1174035265366367,0.19422678275290214,0.0
train,ulsan_013930,DKSR20001031_2,16,2.6,0.16134522336918247,0.32092948717948716,0.0
train,ulsan_014070,DKSR20001031_2,27,3.51,0.09258422789256167,0.369349477682811,0.0
train,ulsan_009899,DKSR20001536_1,31,4.52,0.1303097299769561,0.2916758849557522,0.0
train,ulsan_021969,DKSR20001568_2,23,3.32,0.15934116989374497,0.09049949799196787,0.0
train,ulsan_017669,DKSR20001288_1,51,5.52,0.13608762217598525,0.2563707729468599,0.0
train,ulsan_025321,DKSR20001156_1,10,1.98,0.1889393500674809,0.2144570707070707,0.0
train,ulsan_010675,DKSR20001594_2,32,3.65,0.13394340218063602,0.29800228310502286,0.0
train,ulsan_019467,DKSR20001508_2,21,2.55,0.10665509454194261,0.26678104575163397,0.0
train,ulsan_008273,DKSR20001413_2,24,3.26,0.1636126664840114,0.4296651329243354,0.0
train,ulsan_013745,DKSR20001715_2,36,4.27,0.1726926844228999,0.1642369242779079,0.0
train,ulsan_024207,DKSR20000961_2,17,2.43,0.12337057987399089,0.21515775034293552,0.0
train,ulsan_023870,DKSR20000958_2,25,5.15,0.1562434126660258,0.38990291262135923,0.0
train,ulsan_015888,DKSR20001202_2,27,3.8,0.1414618121502797,0.23291666666666666,0.0
train,ulsan_020115,DKSR20001510_1,6,1.85,0.10286229035406892,0.24443693693693694,0.0
train,ulsan_005872,DKSR20001280_2,36,3.84,0.11043414030516331,0.24091796875,0.0
train,ulsan_015207,DKSR20001159_2,26,3.45,0.15740459419538164,0.16392512077294685,0.0
train,ulsan_009936,DKSR20001592_1,24,4.0,0.17379932164906112,0.4159375,0.0
train,ulsan_018822,DKSR20001388_2,40,6.59,0.11678073085779252,0.2436962569549823,0.0
train,ulsan_026667,DKSR20000979_1,44,5.77,0.14712411188631314,0.2920421721548238,0.0
train,ulsan_015855,DKSR20001202_2,34,4.32,0.08312243050816123,0.2652391975308642,0.0
train,ulsan_023813,DKSR20000957_1,25,4.63,0.1308947213844667,0.18785097192224623,0.0
train,ulsan_018751,DKSR20001388_1,77,11.9,0.16627581663569818,0.2862429971988796,0.0
train,ulsan_018544,DKSR20001386_2,67,8.29,0.1249290151783347,0.24731604342581423,0.0
train,ulsan_009772,DKSR20001536_1,49,4.92,0.13021149410226648,0.2005250677506775,0.0
train,ulsan_019184,DKSR20001507_1,33,4.57,0.1137530905997743,0.19303428154631655,0.0
train,ulsan_024507,DKSR20000963_2,11,1.78,0.20603862064786205,0.2427434456928839,0.0
train,ulsan_010117,DKSR20001592_1,20,3.48,0.1516612600147884,0.4059985632183908,0.0
train,ulsan_003661,DKSR20001149_1,59,6.72,0.15672118064193236,0.28417038690476193,0.0
train,ulsan_020825,DKSR20001532_2,8,3.39,0.17401688320831463,0.37659783677482794,0.0
train,ulsan_000115,DKSR20000953_2,29,3.96,0.1289916712275126,0.222243265993266,0.0
train,ulsan_005385,DKSR20001278_1,24,3.03,0.212112675240669,0.19207920792079208,0.0
train,ulsan_013724,DKSR20001715_1,34,5.42,0.17855098687748835,0.3561269987699877,0.0
train,ulsan_011798,DKSR20001611_2,33,3.13,0.1599246121277944,0.18647497337593183,0.0
train,ulsan_000236,DKSR20000953_1,16,2.61,0.23966298271315367,0.20523627075351214,0.0
train,ulsan_019050,DKSR20001491_1,32,3.21,0.18008203639454995,0.25053219106957425,0.0
train,ulsan_011804,DKSR20001611_2,44,5.12,0.18142444456976461,0.23750813802083334,0.0
train,ulsan_013700,DKSR20001715_2,58,8.66,0.10411662292231028,0.3628367975365666,0.0
train,ulsan_018875,DKSR20001491_1,31,4.11,0.12581393317858786,0.27630778588807786,0.0
train,ulsan_020437,DKSR20001511_2,18,2.7,0.1527274980918782,0.28001543209876545,0.0
train,ulsan_011677,DKSR20001611_1,38,5.36,0.07888719735396303,0.3645833333333333,0.0
train,ulsan_018546,DKSR20001386_2,64,8.85,0.13955626955163072,0.15158662900188324,0.0
train,ulsan_018961,DKSR20001491_2,39,4.52,0.07952595207794022,0.32862278761061947,0.0
train,ulsan_020842,DKSR20001532_1,34,6.07,0.20794175807026213,0.2092943437671609,0.0
train,ulsan_007117,DKSR20001301_1,37,5.75,0.149501628215129,0.2556304347826087,0.0
train,ulsan_001632,DKSR20001131_1,27,2.87,0.10338100071133371,0.22607433217189316,0.0
train,ulsan_001023,DKSR20000960_1,28,5.2,0.13346416593874047,0.32045673076923076,0.0
train,ulsan_003818,DKSR20001165_2,10,2.34,0.13868015639877906,0.2021545584045584,0.0
train,ulsan_011547,DKSR20001610_1,21,2.88,0.13766226581567706,0.2071903935185185,0.0
train,ulsan_013148,DKSR20001651_2,38,5.48,0.08912944784870691,0.43775091240875913,0.0
train,ulsan_008685,DKSR20001475_1,17,2.86,0.16114586285768337,0.2630536130536131,0.0
train,ulsan_010411,DKSR20001593_1,45,4.47,0.1654365440734625,0.2386744966442953,0.0
train,ulsan_025591,DKSR20000974_2,38,5.62,0.11639671002139361,0.32812129300118625,0.0
train,ulsan_024581,DKSR20000962_2,30,5.4,0.13176807342183128,0.2694675925925926,0.0
train,ulsan_025007,DKSR20000973_2,45,5.24,0.10089488624218095,0.30489821882951657,0.0
train,ulsan_012472,DKSR20001649_1,42,8.07,0.10999037635924407,0.46094589012804627,0.0
train,ulsan_003720,DKSR20001149_2,54,6.99,0.09047845444590927,0.4136981402002861,0.0
train,ulsan_012755,DKSR20001650_2,74,8.88,0.10453803167084637,0.3238504129129129,0.0
train,ulsan_018827,DKSR20001388_2,96,14.9,0.10393699233298674,0.2683836689038031,0.0
train,ulsan_013381,DKSR20001677_2,15,2.02,0.12419045298970838,0.3793935643564356,0.0
train,ulsan_024849,DKSR20000973_2,9,3.01,0.0787920343359619,0.574764673311185,0.0
train,ulsan_016062,DKSR20001206_2,8,2.69,0.19363411314091195,0.19481102850061957,0.0
train,ulsan_022956,DKSR20001571_2,37,4.91,0.13811012659311717,0.24601154107264087,0.0
train,ulsan_001183,DKSR20000960_2,27,2.89,0.1629789193800181,0.2452277970011534,0.0
train,ulsan_017988,DKSR20001336_2,28,5.82,0.13354373303704395,0.20473224513172966,0.0
train,ulsan_014332,DKSR20001032_2,18,2.41,0.15576313227294322,0.23357538035961273,0.0
train,ulsan_014660,DKSR20001033_2,8,1.63,0.16209462596263965,0.17620143149284254,0.0
train,ulsan_023430,DKSR20000955_1,12,2.21,0.174404560196484,0.26896681749622925,0.0
train,ulsan_010426,DKSR20001593_1,30,4.87,0.115535945069745,0.4628593429158111,0.0
train,ulsan_000035,DKSR20000953_1,42,5.74,0.16426219704931028,0.16093931475029036,0.0
train,ulsan_026102,DKSR20000975_1,23,4.32,0.13989541158499796,0.2804012345679012,0.0
train,ulsan_027600,DKSR20001204_2,30,4.4,0.17075747010074732,0.24378787878787878,0.0
train,ulsan_026111,DKSR20000975_1,37,4.88,0.13374816102653414,0.27109801912568304,0.0
train,ulsan_007072,DKSR20001300_2,14,2.61,0.07434265285308982,0.34757343550447,0.0
train,ulsan_000762,DKSR20000954_2,15,4.82,0.12534600774967994,0.7488243430152144,0.0
train,ulsan_007585,DKSR20001351_2,36,4.75,0.15359511082091895,0.2222017543859649,0.0
